id,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
103683,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. CRAMER 2463,-34.561264,-58.464248,Crámer 2463,Autoservicio
103684,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,MEXICO 1530,-34.615549,-58.387978,México 1530,Autoservicio
103685,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,PAREJA 4890,-34.605415,-58.52370500000001,Pareja 4890,Autoservicio
103686,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,JUAN AGUSTIN GARCIA 3202,-34.61257,-58.486073,Juan Agustín García 3202,Autoservicio
103687,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,ALVAREZ JONTE 1938,-34.603522,-58.471445,Álvarez Jonte 1938,Autoservicio
103688,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. LOPE DE VEGA 19,-34.63691,-58.49946600000001,Lope de Vega 19,Autoservicio
103689,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. INDEPENDENCIA 2716,-34.619005,-58.403897,Av. Independencia 2716,Autoservicio
103691,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. LA PLATA 716,-34.623822,-58.4273,Av. La Plata 716,Autoservicio
103693,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,PEDRO GOYENA 1680,-34.628516,-58.4521,Pedro Goyena 1680,Autoservicio
103694,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,TUCUMAN 1541,-34.601674,-58.38872900000001,Tucumán 1541,Autoservicio
103695,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,ALMIRANTE BROWN 261,-34.628636,-58.366311,Almirante Brown 261,Autoservicio
103697,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,CABOTO 420,-34.627790000000005,-58.360295,Caboto 420,Autoservicio
103698,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,BELAUSTEGUI 2748,-34.615452000000005,-58.475326,Beláustegui 2748,Autoservicio
103699,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. DORREGO 2145,-34.578078000000005,-58.439338,Dorrego 2145,Autoservicio
103710,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,NAHUEL HUAPI 5038,-34.571129,-58.48838000000001,Nahuel Huapi 5038,Autoservicio
103711,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. ALVAREZ THOMAS 372,-34.58128,-58.44905,Álvarez Thomas 372,Autoservicio
103715,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. CORDOBA 4967,-34.591615000000004,-58.4339,Córdoba 4967,Autoservicio
103716,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,CASTANEDA 1836,-34.553982,-58.436642000000006,Castañeda 1836,Autoservicio
103721,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,TRES DE FEBRERO 1857,-34.561609000000004,-58.449967,Tres de Febrero 1857,Autoservicio
103723,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. LEANDRO N. ALEM 198,-34.60537,-58.370312,Alem 198,Autoservicio
103724,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AYACUCHO 539,-34.602748,-58.395363,Ayacucho 539,Autoservicio
103725,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. DIRECTORIO 2320,-34.633156,-58.459408,Directorio 2320,Autoservicio
103726,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. LISANDRO DE LATORRE 199,-34.641224,-58.521055,Lisandro de Latorre 199,Autoservicio
103727,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,MONTIEL 168,-34.641073,-58.526236,Montiel 168,Autoservicio
103730,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,ESMERALDA 151,-34.606445,-58.377861,Esmeralda 151,Autoservicio
103731,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,SARMIENTO 4551,-34.60400300000001,-58.429635,Sarmiento 4551,Autoservicio
103732,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AMBROSETTI 758,-34.609696,-58.438723,Ambrosetti 758,Autoservicio
103733,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. LISANDRO DE LATORRE 790,-34.647473,-58.519847,Lisandro de Latorre 790,Autoservicio
103734,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,URQUIZA 1015,-34.622701,-58.409197,Urquiza 1015,Autoservicio
103735,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. PUEYRREDON 2120,-34.587782000000004,-58.3979,Pueyrredón 2120,Autoservicio
103739,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,FRANKLIN D ROOSEVELT 3002,-34.560829,-58.46618100000001,Franklin D Roosevelt 3002,Autoservicio
103740,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. VARELA 888,-34.639449,-58.45854300000001,Varela 888,Autoservicio
103742,10,3,EXPRESS,INC S.A.,AR-C,CIUDAD AUTONOMA DE BUENOS AIRES,AV. JUAN BAUTISTA ALBERDI 5494,-34.649025,-58.49953100000001,Juan B. Alberdi 5494,Autoservicio
1121007,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-F,LA RIOJA,ORTIZ DE OCAMPO 1127,-29.428056,-66.862434,La Rioja,Hipermercado
1121011,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-A,SALTA,AV PARAGUAY 1450,-24.804821,-65.420784,Salta,Hipermercado
1121012,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-G,SANTIAGO DEL ESTERO,AV BELGRANO SUR 2663,-27.809677,-64.249649,Santiago,Hipermercado
1121013,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,TIGRE,COLOMBIA 1212,-34.47377,-58.66267,Tigre,Hipermercado
1121015,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-M,MAIPU,MAZA 470,-32.978813,-68.79714200000001,Maipu,Hipermercado
1121021,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-Q,NEUQUEN,AV BELGRANO 2735,-38.950523,-68.097285,Neuquen,Hipermercado
1121022,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-R,SAN CARLOS DE BARILOCHE,AV J HERMANN E/PJE GUTIERREZ Y CALFU CO 0 NONE,-41.160854,-71.31914499999998,Bariloche,Hipermercado
1121023,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-L,SANTA ROSA,CIRCUNVALACION ING MARZO 1550,-36.603195,-64.270973,La Pampa,Hipermercado
1121024,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-P,FORMOSA,AV GUNITSKY 3636,-26.19504,-58.203313,Formosa,Hipermercado
1121026,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-K,SAN FERNANDO DEL VALLE DE CATAMARCA,AV VILLAFANE 2420,-28.467222,-65.755218,Catamarca,Hipermercado
1121028,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,ALMIRANTE BROWN,AV ESPORA 2074,-34.816631,-58.38989599999999,Almirante Brown,Hipermercado
1121029,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,MORENO,AV JULIO ARGENTINO ROCA 3500,-34.588063,-58.745112,Moreno,Hipermercado
1121031,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-Y,SAN SALVADOR DE JUJUY,RIOBAMBA Y RUTA 9 NONE,-24.210677,-65.28849699999999,Jujuy,Hipermercado
1121032,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,INGENIERO PABLO NOGUES,RN 197 AV DEL SESQUICENTENARIO 1781,-34.499103000000005,-58.710798,Malvinas Arg,Hipermercado
1121033,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-T,BANDA DEL RIO SALI,GUATEMALA Y AV. SAN MARTIN NONE,-26.837785,-65.16938,Rio Sali,Supermercado
1121035,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,CASEROS,AV PTE PERON 9150,-34.575111,-58.611389,Tres de Febrero,Hipermercado
1121038,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-R,CIPOLLETTI,BOLIVIA 1169,-38.931846,-67.984138,Cipoletti,Hipermercado
1121039,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-E,PARANA,AV BLAS PARERA 1152,-31.74191,-60.493869,Parana,Hipermercado
1121042,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-U,TRELEW,AVENIDA EVA PERON 719,-43.249282,-65.29080400000001,Trelew,Hipermercado
1121050,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,LANUS,BOULEVARD DE LOS ITALIANOS 321,-34.718809,-58.351975,Lanus,Hipermercado
1121051,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-N,POSADAS,AV TAMBOR DE TACUARI 5158,-27.367221,-55.92750899999999,Posadas,Hipermercado
1121052,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-A,SAN RAMON DE LA NUEVA ORAN,AV PUEYRREDON Y AV PALACIOS NONE,-23.144838,-64.326263,Oran,Hipermercado
1121053,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-R,VIEDMA,TIERRA DEL FUEGO 514,-40.824867,-62.984272,Viedma,Hipermercado
1121055,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-D,VILLA MERCEDES,AV PTE PERON E/J DARACT Y NECOCHEA 825,-33.680309,-65.452308,Villa Mer,Hipermercado
1121056,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-X,VILLA NUEVA,AV CARRANZA E/ LIMA Y COSTANERA 980,-32.423605,-63.24397800000001,Villa Nueva,Hipermercado
1121059,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,GONZALEZ CATAN,AV.BDER.GRAL.J.M. DE ROSAS 14446,-34.763558,-58.618841,González Catán,Hipermercado
1121060,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-X,BARRIO MATIENZO *,AV FUERZA AEREA ARGENTINA 4372,-31.432014,-64.24399100000001,CDBA-Fuerza Aerea,Supermercado
1121061,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,JUNIN,RUTA N 7 Y SARGENTO CABRAL NONE,-34.597411,-60.975084,Junin,Hipermercado
1121067,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-M,GENERAL SAN MARTIN,BOULOGNE SUR MER 700,-33.079826000000004,-68.482803,San Martin,Hipermercado
1121074,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-W,GOYA,AV.PTE.D.F.SARMIENTO Y J.M.SOTO NONE,-29.154703,-59.272544,Goya,Hipermercado
1121075,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-A,BARRIO CASTANARES,AVENIDA FUERZA AEREA ESQ. AGUAS BLANCAS NONE,-24.7261,-65.403373,Salta Ciudad Judicial,Hipermercado
1121076,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,TEMPERLEY,CERRITO 1891,-34.756839,-58.377738,Lomas Cerrito,Hipermercado
1121077,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-L,GENERAL PICO,CALLE 319 352,-35.662563,-63.78319499999999,Gral Pico,Hipermercado
1121078,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-A,TARTAGAL,PARAGUAY Y RUTA NAC. NRO. 34 NONE,-22.513508,-63.79213100000001,Tartagal,Hipermercado
1121080,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-G,SANTIAGO DEL ESTERO,AVENIDA LEOPOLDO LUGONES ESQ. PEDRO CONT NONE,-27.82813,-64.270004,Santiago Sur,Hipermercado
1121081,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-J,BARRIO RAWSON,AV. DOCTOR ORTEGA Y LAS VICENTINAS NONE,-31.575672,-68.543724,Rawson,Hipermercado
1121082,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-T,SAN MIGUEL DE TUCUMAN,AVENIDA JUJUY Y AVENIDA DEMOCRACIA NONE,-26.866111,-65.22110699999999,Tucumán,Supermercado
1121085,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-W,CORRIENTES,AVENIDA MAIPU Y LOS CONDORES NONE,-27.500421000000006,-58.812722,Corrientes,Hipermercado
1121086,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-P,FORMOSA,DR. LAUREANO MARADONA Y SOMACAL NONE,-26.151456,-58.161308,Formosa II,Hipermercado
1121088,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-T,CONCEPCION,AVENIDA GUEMES ESQ. FRANCIA NONE,-27.35041,-65.589111,Concepción,Hipermercado
1121092,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-J,SAN JUAN,AVENIDA N. BENAVIDEZ ESQ. COLON 1050,-31.51111,-68.546211,San Juan Chimbas,Hipermercado
1121097,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-X,BARRIO AERONAUTICO *,AVENIDA DONATO ALVAREZ 8600,-31.32402,-64.269118,Cordoba Donato Alvarez,Hipermercado
1121098,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-H,PRESIDENCIA ROQUE SAENZ PENA,AVENIDA J. M. DE ROSAS 1298,-26.791271,-60.45274300000001,Roque Saenz Peña,Hipermercado
1121099,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-N,POSADAS,AVENIDA CABO DE HORNOS 4130,-27.425611,-55.933212,Posadas II,Hipermercado
1121100,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-L,SANTA ROSA,AVENIDA PTE. JUAN D. PERON ESQ. UTRACAN NONE,-36.634811,-64.315208,Santa Rosa II,Hipermercado
1121106,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-T,SAN MIGUEL DE TUCUMAN,AVENIDA EJERCITO DEL NORTE 2324,-26.794185,-65.224521,Tucuman II,Hipermercado
1121108,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-U,PUERTO MADRYN,AVENIDA JUAN B. JUSTO 1885,-42.784827,-65.033376,Puerto Madryn,Hipermercado
1121110,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,CLAYPOLE,AVENIDA LACAZE 3963,-34.809112,-58.34391,Claypole,Supermercado
1121111,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-Y,SAN PEDRO,SAN GABRIEL 712,-24.22491,-64.860412,San Pedro Jujuy,Hipermercado
1121114,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-P,CLORINDA,AV. TUCUMAN Y SOLDADO ARGENTINO NONE,-25.287482,-57.723763,Clorinda,Supermercado
1121115,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-R,GENERAL ROCA,CHULA VISTA 1550,-39.036712,-67.588813,Gral Roca,Supermercado
1121116,11,2,CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,MORON,AV. DON BOSCO 5635,-34.689084,-58.62624399999999,Morón,Hipermercado
1141027,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-C,CIUDAD AUTONOMA BUENOS AIRES,AV. PERON EVA 5526,-34.661576000000004,-58.484237,Mataderos,Supermercado
1141030,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,JOSE CLEMENTE PAZ,AV GASPAR CAMPOS 5690,-34.530126,-58.749982,Jose C Paz,Supermercado
1141036,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,MORENO,MARTINEZ MELO 151,-34.651918,-58.792474,Moreno Shopping,Supermercado
1141037,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,SAN MARTIN,ESTRADA 3072,-34.5741,-58.530495,San Martín,Supermercado
1141044,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,WILLIAMS MORRIS *,AV VILLEGAS 2750,-34.587223,-58.662776,Hurlimgham I,Supermercado
1141045,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,VILLA SANTOS TESEI,AV. GOB. VALENTIN VERGARA ESQ. CAYETANO 2950,-34.607496999999995,-58.635181,Hurlimgham II,Supermercado
1141046,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,PERGAMINO,BOULEVARD DARDO ROCHA 280,-33.894012,-60.564921,Pergamino,Supermercado
1141084,11,4,MI CHANGOMAS,WAL MART ARGENTINA S.R.L.,AR-B,SAN VICENTE,AVENIDA 25 DE MAYO 37,-35.02346,-58.423526,San Vicente,Supermercado
1151002,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-X,RIO CUARTO,JUAN B JUSTO 2052,-33.131159999999994,-64.3824,Rio IV,Hipermercado
1151003,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-D,SAN LUIS,AV DEL FUNDADOR (RUTA NACIONAL 7 Y 147) 1450,-33.296619,-66.303039,San Luis,Hipermercado
1151004,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,SAN FERNANDO,CNO BANCALARI E/202 Y URUGUAY NONE,-34.484169,-58.595829,San Fernando,Hipermercado
1151005,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-M,MENDOZA CIUDAD,BOULOGNE SUR MER Y REGALADO OLGUIN NONE,-32.850687,-68.858646,Las Heras,Hipermercado
1151006,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-J,BARRIO RIVADAVIA,JOSE IGNACIO DE LA ROSA OESTE 806,-31.541112,-68.573364,San Juan,Hipermercado
1151008,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-W,CORRIENTES,GREGORIO POMAR 840,-27.47005,-58.805927,Corrientes,Hipermercado
1151010,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-X,CIUDAD DE CORDOBA NORTE,AV CIRCUNVALACION ESTE 2557,-31.466986,-64.162452,Córdoba Sur,Hipermercado
1151014,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,LUJAN,ROBERTO J PAYRO 198,-34.548107,-59.112037,Lujan,Hipermercado
1151016,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,SARANDI,AUTOPISTA BS AS LA PLATA KM 9 0 NONE,-34.678569,-58.334423,Avellaneda 2,Hipermercado
1151017,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,TABLADA,MONSENOR BUFANO 6050,-34.701454,-58.534011,La Tablada,Hipermercado
1151018,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,BARRIO EL DORADO,AV CALCHAQUI 700,-34.733394,-58.29361700000001,Quilmes,Hipermercado
1151020,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-T,SAN MIGUEL DE TUCUMAN,AV CAMINO DEL PERU 950,-26.804676,-65.26001,Tucumán,Hipermercado
1151043,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,GREGORIO DE LAFERRERE,RUTA 21 Y CARLOS CASARES NONE,-34.741890000000005,-58.564317,Laferrere,Hipermercado
1151054,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,OLAVARRIA,AV RIVADAVIA 4370,-36.880767,-60.304042,Olavarria,Hipermercado
1151057,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-U,COMODORO RIVADAVIA,AVENIDA CHILE 350,-45.883474,-67.525299,Comodoro,Hipermercado
1151058,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-H,RESISTENCIA,AVENIDA MARCONI 2279,-27.446553,-59.021331,Resistencia,Hipermercado
1151068,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-M,GODOY CRUZ,AVENIDA SAN MARTIN SUR 2575,-32.951366,-68.85859599999999,Palmares,Hipermercado
1151087,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,PILAR,COLECTORA ACCESO NORTE 51500,-34.448738,-58.885978,Pilar,Hipermercado
1151093,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-U,COMODORO RIVADAVIA,AVENIDA LIBERTADOR GRAL. SAN MARTIN 1585,-45.827236,-67.467628,Comodoro Norte,Hipermercado
1151096,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,SANTOS LUGARES,AVDA. GRAL. J. J. URQUIZA 4320,-34.60665,-58.555198,Caseros,Hipermercado
1152997,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-C,CIUDAD AUTONOMA BUENOS AIRES,AV. DE LOS CONSTITUYENTES 6020,-34.572793,-58.5078,Grafa,Hipermercado
1152998,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,SAN JUSTO,BRIG GRAL J M ROSAS 3990,-34.68584,-58.555326,San Justo,Hipermercado
1152999,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,AVELLANEDA,AV GUEMES 861,-34.677509,-58.366668,Avellaneda,Hipermercado
1153601,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,LA PLATA NOROESTE DE LA CALLE 50,CAMINO CENTENARIO 1876,-34.89049,-57.996848,La Plata,Hipermercado
1153602,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-B,BAHIA BLANCA,SARMIENTO 4114,-38.697583,-62.243096,Bahia BL,Hipermercado
1153603,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-S,SANTA FE,RUTA NAC 168 KM 474 NONE,-31.642111,-60.65644,Santa Fe (24hs),Hipermercado
1153604,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-E,PARANA,ANACLETO MEDINA 319,-31.721006,-60.547111,Paraná,Hipermercado
1153605,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-X,CIUDAD DE CORDOBA NORTE,AV COLON 6051,-31.395535,-64.259731,Córdoba OE,Hipermercado
1153606,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-X,CIUDAD DE CORDOBA NORTE,MAURICIO YADAROLA 1699,-31.391634000000003,-64.15848299999999,Córdoba Este,Hipermercado
1153608,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-Q,NEUQUEN,EUGENIO PERTICONE 1255,-38.960601,-68.041,Neuquén (24hs),Hipermercado
1153613,11,5,WALMART SUPERCENTER,WAL MART ARGENTINA S.R.L.,AR-M,VILLANUEVA,MOLDES 1023,-32.91451,-68.825287,Mendoza (24hs),Hipermercado
121101,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,AVELLANEDA,ITALIA 62,-34.6650066,-58.3623175,AVELLANEDA ,Supermercado
121103,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,CAPITAL FEDERAL,AV. GAONA 1956,-34.612114899999995,-58.4550437,IVONNE ,Hipermercado
121104,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,QUILMES,12 DE OCTUBRE 3054,-34.7437163,-58.2891868,QUILMES ,Supermercado
121105,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,MONTE GRANDE,BOULEVAR BS. AS. 710,-34.814703,-58.456994,MONTE GRANDE ,Hipermercado
121107,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,LOMAS DE ZAMORA,HIPOLITO IRIGOYEN 10699,-34.78172720000001,-58.40670649999999,TEMPERLEY ,Hipermercado
121108,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,CAPITAL FEDERAL,AV. CABILDO 4125,-34.5458941,-58.4705622,CABILDO ,Supermercado
121109,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-E,PARANA,CORONEL JUAN M. PIRAN 801,-31.741937100000005,-60.538765100000006,PARANA ,Hipermercado
121110,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,V ILLA LUGANO,SOLDADO DE LA FRONTERA 5258,-34.684517799999995,-58.46414470000001,LUGANO ,Hipermercado
121111,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,SAN MARTIN,AV. BALBIN 2030,-34.58105379999999,-58.5418252,SAN MARTIN,Supermercado
121116,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,CABALLITO,YERBAL 1062,-34.62116,-58.445992,YERBAL ,Supermercado
121117,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,CAMPANA,JUAN M. ESTRADA 878,-34.1659506,-58.9611328,CAMPANA ,Supermercado
121118,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-S,CIUDAD DE SANTA FE,RIVADAVIA 3396,-31.637308,-60.7017017,SANTA FE ,Hipermercado
121121,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,LUGANO,LARRAZABAL 3443,-34.671088,-58.47915,LARRAZABAL ,Supermercado
121123,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-B,BELLA VISTA,O HIGGINS 1263,-34.5715475,-58.6833252,BELLA VISTA ,Supermercado
121124,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,CAPITAL FEDERAL,AV. SAN JUAN 2168,-34.6230367,-58.3959072,SAN JUAN ,Hipermercado
121125,12,1,COTO CICSA,COTO CENTRO INTEGRAL DE COMERCIALIZACION S.A.,AR-C,CDAD. DE BS.AS,LOPE DE VEGA 1742,-34.623834,-58.512072,LOPE DE VEGA ,Supermercado
