id,comercioId,banderaId,banderaDescripcion,comercioRazonSocial,provincia,localidad,direccion,lat,lng,sucursalNombre,sucursalTipo
15111,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL 20 DE SEPTIEMBRE 341,-34.6298527,-58.36284989999999,11 - La Boca,Autoservicio
151110,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,TRUJUI,AV ROCA 3729,-34.5856526,-58.747632,110 - Trujui,Autoservicio
151111,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV CABILDO 4625,-34.542076,-58.47336239999999,111 - Nu̱ez,Autoservicio
151113,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,PILAR,CL E. PERON 0,-34.491347999999995,-58.84030600000001,113 - Pilar,Autoservicio
151115,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV CORRIENTES 6180,-34.5918835,-58.4474593,115 - Villa Crespo,Autoservicio
151116,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,INGENIERO MASCHWITZ,AV VILLANUEVA 1545,-34.391595,-58.738736,116 - Ingeniero Maschwitz,Autoservicio
151117,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV TRIUNVIRATO 5480,-34.5685513,-58.4928642,117 - Villa Urquiza,Autoservicio
151118,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BURZACO,CL E.BURZACO 682,-34.826231,-58.39370699999999,118 - Burzaco,Autoservicio
151119,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LOS POLVORINES,CL GRAL.SAN MARTIN 2669,-34.499386,-58.69521999999999,119 - Los Polvorines,Autoservicio
15112,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL SCALABRINI ORTIZ 367,-34.599423200000004,-58.4379841,12 - Villa Crespo,Autoservicio
151120,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,ISIDRO CASANOVA,CL CRISTIANIA 5843,-34.7208867,-58.57033000000001,120 - Isidro Casanova,Autoservicio
151122,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LANUS,CL 29 DE SEPTIEMBRE 1866,-34.706489399999995,-58.3900009,122 - Lanus,Autoservicio
151123,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BERAZATEGUI,AV MITRE 2101,-34.7652851,-58.1979191,123 - Berazategui,Autoservicio
151124,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV SAN JUAN 3153,-34.6247055,-58.4097384,124 - San Cristobal,Autoservicio
151125,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,TIGRE,CL MARCOS SASTRE 2763,-34.4574987,-58.6816499,125 - Tigre,Autoservicio
151126,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,9 DE ABRIL,CL OLIVER 958,-34.7803362,-58.47915160000001,126 - 9 De Abril,Autoservicio
151127,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LANUS,AV EVA PERON 2567,-34.7146631,-58.3722024,127 - Lanus,Autoservicio
151128,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LANUS,CL PTE J. D. PERON 3241,-34.669918200000005,-58.4111022,128 - Lanus,Autoservicio
151129,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LA REJA,CL PASTORINI 2009,-34.6375809,-58.8281784,129 - La Reja,Autoservicio
15113,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL AV. NAZCA 684,-34.6243386,-58.4725229,13 - Flores,Autoservicio
151130,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CIUDADELA,CL MT ALVEAR 3200,-34.6182294,-58.544250100000006,130 - Ciudadela,Autoservicio
151131,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LLAVALLOL,AV ANTARTIDA ARGENTINA 1660,-34.798211,-58.4252917,131 - Llavallol,Autoservicio
151132,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,ADOLFO SOURDEAUX,CL PRESIDENTE DERQUI 1164,-34.504514,-58.6671114,132 - Adolfo Sourdeaux,Autoservicio
151133,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV EVA PERON 3729,-34.646343200000004,-58.4673468,133 - Parque Avellaneda,Autoservicio
151134,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BELLA VISTA,CL SENADOR MORON 1480,-34.5652775,-58.6842989,134 - Bella Vista,Autoservicio
151136,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV DIRECTORIO 4724,-34.6486865,-58.4884177,136 - Parque Avellaneda,Autoservicio
151137,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MATHEU,CL S.MELO E/S.MARTINYBELGRAN 0,-34.383803,-58.830138,137 - Matheu,Autoservicio
151138,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,TIGRE,CL HIPOLITO YRIGOYEN 543,-34.457827200000004,-58.6298689,138 - Tigre,Autoservicio
151139,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VILLA BALLESTER,CL PUEYRREDON 2663,-34.5504223,-58.5525115,139 - Villa Ballester,Autoservicio
15114,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN MARTIN,CL BELGRANO 3162,-34.5738643,-58.5326316,14 - San Martin,Autoservicio
151140,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VILLA MADERO,AV CROVARA 969,-34.6798995,-58.51087190000001,140 - Villa Madero,Autoservicio
151141,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CLAYPOLE,CL ALCORTA 1235,-34.8276381,-58.38449,141 - Claypole,Autoservicio
151142,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV CASEROS 2068,-34.634404700000005,-58.3914525,142 - Parque Patricios,Autoservicio
151143,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BERNAL,AV LAMADRID 0,-34.7160304,-58.2733722,143 - Bernal,Autoservicio
151145,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,GARIN,CL FRUCTUOSO DIAZ E. MISTRAL 3700,-34.421868,-58.741774,145 - Garin,Autoservicio
151146,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN FERNANDO,CL PTE PERON 3084,-34.45234129999999,-58.5395479,146 - San Fernando,Autoservicio
151147,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VILLA BOSCH,CL SANTOS VEGA 5848,-34.586783000000004,-58.576382,147 - Villa Bosch,Autoservicio
151148,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CASEROS,AV LIBERTADOR S. MARTIN 3360,-34.6131258,-58.56249029999999,148 - Caseros,Autoservicio
151149,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BENAVIDEZ,AV ALVEAR 2939,-34.4103806,-58.68639279999999,149 - Benavidez,Autoservicio
15115,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL A.V. RIVADAVIA 2446,-34.6098246,-58.40067,15 - Balvanera,Autoservicio
151150,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LANUS,CL 25 DE MAYO 571,-34.707338799999995,-58.4000642,150 - Lanus,Autoservicio
1511501,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,CONCORDIA,CL SAN JUAN 784,-31.3951436,-58.01291750000001,1501 - Concordia,Supermercado
1511502,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,GUALEGUAY,CL SAN ANTONIO 0,-33.13578,-59.31440799999999,1502 - Gualeguay,Supermercado
1511503,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,CRESPO,CL INDEPENDENCIA 1660,-32.036204999999995,-60.308697,1503 - Crespo,Supermercado
1511504,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,FEDERACION,CL JOSE IGNACIO BENITEZ 256,-30.9850361,-57.9198417,1504 - Federacion,Supermercado
1511505,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,AVELLANEDA,AV GALICIA 759,-34.6709522,-58.39040010000001,1505 - Avellaneda,Autoservicio
1511506,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,FEDERAL,AV CORONEL ANTELO 660,-30.956411,-58.781227,1506 - Federal,Supermercado
1511507,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MONTE,CL YRIGOYEN 0,-35.441361,-58.805485,1507 - Monte,Supermercado
1511508,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,COLON,AV PTE.PERON 378,-32.2190005,-58.1482778,1508 - Colon,Autoservicio
1511509,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,SAN FRANCISCO DPTO S JUST,BV SAENZ PEAA 770,-31.4373822,-62.0754172,1509 - San Francisco Dpto S Just,Autoservicio
151151,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VILLA BOSCH,CL JOSE MARIA BOSCH 1336,-34.59312,-58.571361,151 - Villa Bosch,Autoservicio
1511510,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,ALMAFUERTE,PEDRO C. MOLINA 244,-32.196961,-64.252269,1510 - Almafuerte,Supermercado
1511511,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,VILLA DEL ROSARIO,CL H. IRIGOYEN 907,-31.553545,-63.53476,1511 - Villa Del Rosario,Supermercado
1511513,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,HERNANDO,BV RIVADAVIA 300,-32.426196999999995,-63.738309,1513 - Hernando,Autoservicio
1511514,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,LA CARLOTA,VELEZ SARSFIELD 865,-33.417932,-63.296037,1514 - La Carlota,Autoservicio
1511515,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,ONCATIVO,CL BELGRANO 941,-31.9151891,-63.6792919,1515 - Oncativo,Supermercado
1511516,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,DIAMANTE,SAN MARTIN 484,-32.0697098,-60.6378708,1516 - Diamante,Autoservicio
1511517,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-X,LEONES,GRAL ROCA 741,-32.657917,-62.299299,1517 - Leones,Autoservicio
1511518,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-E,RAMIREZ,TRIUNVIRATO 267,-32.172918,-60.200586,1518 - Ramirez,Supermercado
151152,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LANUS,CL BUSTAMANTE 678,-34.6887773,-58.3806075,152 - Lanus,Autoservicio
1511520,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV AMANCIO ALCORTA 3889,-34.6554344,-58.4141552,1520 - Pompeya,Autoservicio
1511521,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV  FERNANDEZ DE LA CRUZ 5583,-34.68100820000001,-58.4679551,1521 - Villa Lugano,Autoservicio
1511523,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CURAPALIGUE 1964,-34.6432221,-58.4418066,1523 - Parque Chacabuco,Autoservicio
1511524,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV DE LOS CONSTITUYENTES 3836,-34.5881385,-58.4856644,1524 - Agronomia,Autoservicio
1511525,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,TRENQUE LAUQUEN,CL MITRE 56,-35.9707542,-62.7318736,1525 - Trenque Lauquen,Autoservicio
1511527,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV LAFUENTE 1373,-34.646238399999994,-58.45889079999999,1527 - Flores,Autoservicio
1511531,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,LA RIOJA 1850,-34.6326213,-58.40613620000001,1531 - Parque Patricios,Supermercado
1511532,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV CNEL.M.LARRAZABAL 919,-34.6479782,-58.5063272,1532 - Mataderos,Supermercado
1511533,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV DE LOS CORRALES 6901,-34.6651686,-58.5033475,1533 - Mataderos,Supermercado
1511534,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,AVELLANEDA,CL 25 DE MAYO 119,-34.661258000000004,-58.364139,1534 - Avellaneda,Supermercado
1511535,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LOBERIA,CL SUAREZ GARCIA 101,-38.160695,-58.78199,1535 - Loberia,Supermercado
1511536,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BOLIVAR,AV ALSINA 651,-36.231056,-61.113086,1536 - Bolivar,Supermercado
1511538,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV ALVAREZ JONTE 5730,-34.627854600000006,-58.51564250000001,1538 - Villa Luro,Supermercado
151154,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LONGCHAMPS,CL RICARDO J DAVEL 1275,-34.8600505,-58.38493810000001,154 - Longchamps,Autoservicio
151155,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LANUS,CL EVA PERON 3349,-34.7212849,-58.3629215,155 - Lanus,Autoservicio
151156,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VIRREYES,AV AVELLANEDA 3348,-34.4589449,-58.5687411,156 - Virreyes,Autoservicio
151157,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,RAMOS MEJIA,AV MAYO 791,-34.6480353,-58.5641947,157 - Ramos Mejia,Autoservicio
151158,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BOULOGNE,CL SARRATEA 0,-34.5098719,-58.57756180000001,158 - Boulogne,Autoservicio
151159,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN ANTONIO DE ARECO,CL ARELLANO 226,-34.245404,-59.472474,159 - San Antonio De Areco,Autoservicio
15116,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL AV. LA PLATA 564,-34.621573,-58.4278588,16 - Almagro,Autoservicio
151160,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CHILAVERT,CL ARTIGAS Y CAMPICHUELO 6015,-34.544654,-58.568523,160 - Chilavert,Autoservicio
151161,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,OLIVOS,AV MAIPU 2949,-34.50894270000001,-58.4918272,161 - Olivos,Autoservicio
151162,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV SAENZ 769,-34.6493284,-58.4163519,162 - Pompeya,Autoservicio
151163,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,ENSENADA,CL BOSSIGNA 783,-34.8571545,-57.9168134,163 - Ensenada,Autoservicio
151164,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV CORRIENTES 1978,-34.604513,-58.3949583,164 - Balvanera,Autoservicio
151165,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MORENO,AV ZAPIOLA 529,-34.638963000000004,-58.737751,165 - Moreno,Autoservicio
151168,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV MEDRANO 1235,-34.594997,-58.4196875,168 - Palermo,Autoservicio
151169,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VILLA TESEI,CL NICOLAS REPETTO 509,-34.6278804,-58.65671579999999,169 - Villa Tesei,Autoservicio
151170,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MORENO,CL J.ALVAREZ 2669,-34.666447,-58.81329399999999,170 - Moreno,Autoservicio
151171,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,TIGRE,AV CAZON 1270,-34.4255709,-58.57703299999999,171 - Tigre,Autoservicio
151172,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MAR DEL PLATA,CL 12 DE OCTUBRE 3444,-38.0419852,-57.5476181,172 - Mar Del Plata,Autoservicio
151174,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN FRANCISCO SOLANO,AV 24 581,-34.792414,-58.310215,174 - San Francisco Solano,Autoservicio
151176,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CORONEL BRANDSEN,CL ITUZAINGO 0,-35.169002,-58.231875,176 - Coronel Brandsen,Autoservicio
151177,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,FRANCISCO ALVAREZ,AV SEMANA DE MAYO 1552,-34.635247,-58.860948,177 - Francisco Alvarez,Autoservicio
151179,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MAQ FRANCISCO SAVIO,CL RT. 26 0,-34.409353,-58.771731,179 - Maq Francisco Savio,Autoservicio
151180,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LOMA VERDE,CL GUATAMBU 204,-34.8183783,-58.4257131,180 - Loma Verde,Autoservicio
1511800,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-A,SALTA,MITRE 960,-24.7779849,-65.4099025,1800 - Salta,Supermercado
1511801,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-A,SALTA,EJERCITO ARGENTINO 0,-24.719693,-65.406139,1801 - Salta,Supermercado
1511802,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-A,SALTA,AV  JOSE CONTRERAS 0,-24.811541,-65.426427,1802 - Salta,Supermercado
1511803,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-A,SALTA,RADIO PATAGONIA 0,-24.847714,-65.450626,1803 - Salta,Supermercado
151182,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,ADROGUE,CL SEGUI 750,-34.799769500000004,-58.39590920000001,182 - Adrogue,Autoservicio
151183,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SANTOS LUGARES,CL RODRIGUEZ PEAA 1355,-34.5975856,-58.5423574,183 - Santos Lugares,Autoservicio
151184,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MAR DEL PLATA,CL SAN JUAN 1254,-37.9876162,-57.560025,184 - Mar Del Plata,Autoservicio
151185,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MAR DEL PLATA,AV PEDRO LURO 1602,-37.9742308,-57.5945595,185 - Mar Del Plata,Autoservicio
151186,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,INGENIERO PABLO NOGUES,CL R.197 2371,-34.494028,-58.704919,186 - Ingeniero Pablo Nogues,Autoservicio
151187,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,VILLA ROSA,CL RT. 25 4150,-34.42054,-58.868762,187 - Villa Rosa,Autoservicio
151189,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV RIVADAVIA 3566,-34.6109309,-58.4168101,189 - Almagro,Autoservicio
15119,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN JUSTO,CL JUAN M.DE ROSAS 3634,-34.6830345,-58.5553009,19 - San Justo,Autoservicio
151190,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MAR DEL PLATA,CL ALBERTI 2151,-38.0089747,-57.54817420000001,190 - Mar Del Plata,Autoservicio
151194,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,ESCOBAR,CL TAPIA DE CRUZ 223,-34.34442979999999,-58.7916233,194 - Escobar,Autoservicio
151197,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL JOSE HERNANDEZ 2469,-34.5660554,-58.4541372,197 - Belgrano,Autoservicio
151198,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL BOLIVAR 953,-34.6190759,-58.3729926,198 - San Telmo,Autoservicio
151199,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MAIPU,CL RIVADAVIA 249,-36.863464,-57.880218000000006,199 - Maipu,Autoservicio
1512,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL ANDONAEGUI 2129,-34.578576700000006,-58.4871575,2 - Villa Urquiza,Autoservicio
15120,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL ALVAREZ JONTE 5240,-34.6235495,-58.5107956,20 - Monte Castro,Autoservicio
151201,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,RANCHOS,CL L. GILES E H.YRIGOYEN 2900,-35.515799,-58.316883,201 - Ranchos,Autoservicio
151202,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LAS FLORES,AV S.MARTIN ENTRE G.ROCA Y SARMIENTO 827,-36.0186812,-59.0945984,202 - Las Flores,Autoservicio
151203,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LOMAS DE ZAMORA,CL COSQUIN 2724,-34.707905100000005,-58.4586922,203 - Lomas De Zamora,Autoservicio
151204,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN MARTIN,CL MORENO 1533,-34.531295,-58.555112,204 - San Martin,Autoservicio
151205,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV VARELA 1189,-34.6423398,-58.4555196,205 - Flores,Autoservicio
151206,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV FOREST 555,-34.5855958,-58.4535529,206 - Chacarita,Autoservicio
151207,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,SAN MARTIN,CL SAN LORENZO 2956,-34.5698714,-58.5479156,207 - San Martin,Autoservicio
151208,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV PEDRO GOYENA 1373,-34.6273661,-58.4466235,208 - Caballito,Autoservicio
151209,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV REGIMIENTO DE PATRICIOS 795,-34.63737620000001,-58.36970989999999,209 - Barracas,Autoservicio
15121,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL JOSE LEON SUAREZ 30,-34.6395755,-58.5276851,21 - Liniers,Autoservicio
151210,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LOMAS DE ZAMORA,CL CLAUDIO DE ALAS 2150,-34.720409499999995,-58.462868500000006,210 - Lomas De Zamora,Autoservicio
151211,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-S,VILLA CONSTITUCION,AV SAN MARTIN 1081,-33.225442,-60.33234399999999,211 - Villa Constitucion,Autoservicio
151212,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,MERCEDES,CL ALEM 676,-34.653951,-59.432368,212 - Mercedes,Autoservicio
151213,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,BRAGADO,CL PELEGRINI 1601,-35.1172245,-60.4858734,213 - Bragado,Autoservicio
151214,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL GUAYAQUIL 887,-34.6218749,-58.4407532,214 - Caballito,Autoservicio
151216,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,ZARATE,CL ALMTE BROWN 247,-34.0980349,-59.02444000000001,216 - Zarate,Autoservicio
151217,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV SEGUROLA 456,-34.6300176,-58.4873541,217 - Velez Sarsfield,Autoservicio
151218,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV NAZCA 2542,-34.6064336,-58.48559760000001,218 - Villa Del Parque,Autoservicio
151219,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV ALVAREZ JONTE 2201,-34.605295700000006,-58.4740289,219 - Villa Del Parque,Autoservicio
151220,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,GLEW,CL PATRIA 0,-34.887215999999995,-58.384251,220 - Glew,Autoservicio
151222,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CAPITAN SARMIENTO,CL RIVADAVIA 536,-34.173214,-59.795796,222 - Capitan Sarmiento,Autoservicio
151223,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL SANABRIA 2930,-34.609689200000005,-58.50769770000001,223 - Villa Devoto,Autoservicio
151224,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,CL AVELLANEDA 2102,-34.623006700000005,-58.4612086,224 - Flores,Autoservicio
151225,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-S,FIRMAT,CL CORDOBA 886,-33.459792,-61.488451,225 - Firmat,Autoservicio
151226,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,25 DE MAYO,CL CALLE 9 Y CALLE 32 1300,-35.433295,-60.166461,226 - 25 De Mayo,Autoservicio
151228,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-C,CAPITAL FEDERAL,AV FEDERICO LACROZE 2842,-34.5741284,-58.4473267,228 - Colegiales,Autoservicio
15123,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,RAFAEL CASTILLO,CL SANTA CRUZ 1038,-34.699704600000004,-58.6247299,23 - Rafael Castillo,Autoservicio
151230,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CARLOS CASARES,CL SAN MARTIN 0,-35.625004,-61.365063,230 - Carlos Casares,Autoservicio
151231,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,LOS TOLDOS,CL AVELLANEDA 205,-35.00172,-61.03402,231 - Los Toldos,Autoservicio
151233,15,1,SUPERMERCADOS DIA,DIA ARGENTINA S.A,AR-B,CAMPANA,CL BELGRANO 390,-34.1641136,-58.9579757,233 - Campana,Autoservicio
